id,direccion,tipo,uso,superficie,ano_construccion,categoria,potencialadquisicion,noticiastate,responsable,encargostate,coordinates,zona,date_time,inmuebleimages,location,habitaciones,garaje,descripcion,ascensor,banyos,trastero,jardin,terraza,aireacondicionado,tipoagrupacion,nestedinmuebles,nestedescaleras,localizado,localizado_phone
2241,AV RAMBLETA 42 Es:1  Pl:01  Pt:01,Urbano,Residencial,101,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2242,AV RAMBLETA 42 Es:1  Pl:01  Pt:02,Urbano,Residencial,89,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2243,AV RAMBLETA 42 Es:1  Pl:01  Pt:03,Urbano,Residencial,85,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2244,AV RAMBLETA 42 Es:1  Pl:01  Pt:04,Urbano,Residencial,88,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2245,AV RAMBLETA 42 Es:1  Pl:02  Pt:05,Urbano,Residencial,101,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2246,AV RAMBLETA 42 Es:1  Pl:02  Pt:06,Urbano,Residencial,89,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2247,AV RAMBLETA 42 Es:1  Pl:02  Pt:07,Urbano,Residencial,85,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2248,AV RAMBLETA 42 Es:1  Pl:02  Pt:08,Urbano,Residencial,88,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2249,AV RAMBLETA 42 Es:1  Pl:03  Pt:09,Urbano,Residencial,101,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2250,AV RAMBLETA 42 Es:1  Pl:03  Pt:10,Urbano,Residencial,89,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2251,AV RAMBLETA 42 Es:1  Pl:03  Pt:11,Urbano,Residencial,85,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2252,AV RAMBLETA 42 Es:1  Pl:03  Pt:12,Urbano,Residencial,88,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2253,AV RAMBLETA 42 Es:1  Pl:04  Pt:13,Urbano,Residencial,101,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2254,AV RAMBLETA 42 Es:1  Pl:04  Pt:14,Urbano,Residencial,89,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2255,AV RAMBLETA 42 Es:1  Pl:04  Pt:15,Urbano,Residencial,85,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2256,AV RAMBLETA 42 Es:1  Pl:04  Pt:16,Urbano,Residencial,88,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2257,AV RAMBLETA 42 Es:1  Pl:05  Pt:17,Urbano,Residencial,101,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2258,AV RAMBLETA 42 Es:1  Pl:05  Pt:18,Urbano,Residencial,89,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2259,AV RAMBLETA 42 Es:1  Pl:05  Pt:19,Urbano,Residencial,85,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2260,AV RAMBLETA 42 Es:1  Pl:05  Pt:20,Urbano,Residencial,88,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2261,AV RAMBLETA 42 Es:1 Pl:00 Pt:04,Urbano,Industrial,58,1973,NULL,0,false,Jaime Alcon,false,"[""39.40411556970849"",""39.40681353029149"",""-0.407440480291502"",""-0.4047425197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2262,CL MALAGA 37 Es:1  Pl:00  Pt:01,Urbano,Residencial,90,1955,NULL,0,false,Jaime Alcon,false,"[""39.40325001970849"",""39.40594798029149"",""-0.406773430291502"",""-0.4040754697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2263,CL MALAGA 37 Es:1  Pl:01  Pt:01,Urbano,Residencial,49,1955,NULL,0,false,Jaime Alcon,false,"[""39.40325001970849"",""39.40594798029149"",""-0.406773430291502"",""-0.4040754697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2264,AV REI JAUME I 22 Es:1 Pl:-1G Pt:02,Urbano,Almacén-Estacionamiento,32,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2265,AV REI JAUME I 22 Es:1 Pl:-1G Pt:03,Urbano,Almacén-Estacionamiento,35,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2266,AV REI JAUME I 22 Es:1 Pl:-1G Pt:04,Urbano,Almacén-Estacionamiento,32,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2267,AV REI JAUME I 22 Es:1 Pl:-1G Pt:05,Urbano,Almacén-Estacionamiento,38,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2268,AV REI JAUME I 22 Es:1 Pl:-1G Pt:06,Urbano,Almacén-Estacionamiento,27,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2269,AV REI JAUME I 22 Es:1 Pl:-1G Pt:07,Urbano,Almacén-Estacionamiento,27,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2270,AV REI JAUME I 22 Es:1 Pl:-1G Pt:08,Urbano,Almacén-Estacionamiento,40,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2271,AV REI JAUME I 22 Es:1 Pl:-1G Pt:09,Urbano,Almacén-Estacionamiento,51,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2272,AV REI JAUME I 22 Es:1 Pl:-1G Pt:10,Urbano,Almacén-Estacionamiento,38,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2273,AV REI JAUME I 22 Es:1 Pl:-1G Pt:11,Urbano,Almacén-Estacionamiento,35,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2274,AV REI JAUME I 22 Es:1 Pl:-1G Pt:12,Urbano,Almacén-Estacionamiento,39,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2275,AV REI JAUME I 22 Es:1 Pl:-1G Pt:13,Urbano,Almacén-Estacionamiento,39,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2276,AV REI JAUME I 22 Es:1 Pl:-1G Pt:14,Urbano,Almacén-Estacionamiento,40,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2277,AV REI JAUME I 22 Es:1 Pl:-1G Pt:15,Urbano,Almacén-Estacionamiento,33,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2278,AV REI JAUME I 22 Es:1 Pl:-1G Pt:16,Urbano,Almacén-Estacionamiento,46,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2279,AV REI JAUME I 22 Es:1 Pl:-1G Pt:17,Urbano,Almacén-Estacionamiento,32,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2280,AV REI JAUME I 22 Es:1 Pl:-1T Pt:03,Urbano,Almacén-Estacionamiento,3,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2281,AV REI JAUME I 22 Es:1 Pl:00 Pt:01,Urbano,Residencial,111,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2282,AV REI JAUME I 22 Es:1 Pl:00 Pt:02,Urbano,Residencial,69,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2283,AV REI JAUME I 22 Es:1 Pl:01 Pt:03,Urbano,Residencial,129,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2284,AV REI JAUME I 22 Es:1 Pl:01 Pt:04,Urbano,Residencial,89,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2285,AV REI JAUME I 22 Es:1 Pl:01 Pt:05,Urbano,Residencial,100,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2286,AV REI JAUME I 22 Es:1 Pl:02 Pt:06,Urbano,Residencial,129,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2287,AV REI JAUME I 22 Es:1 Pl:02 Pt:07,Urbano,Residencial,91,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2288,AV REI JAUME I 22 Es:1 Pl:02 Pt:08,Urbano,Residencial,100,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2289,AV REI JAUME I 22 Es:1 Pl:03 Pt:09,Urbano,Residencial,129,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2290,AV REI JAUME I 22 Es:1 Pl:03 Pt:10,Urbano,Residencial,91,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2291,AV REI JAUME I 22 Es:1 Pl:03 Pt:11,Urbano,Residencial,100,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2292,AV REI JAUME I 22 Es:1 Pl:04 Pt:12,Urbano,Residencial,129,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2293,AV REI JAUME I 22 Es:1 Pl:04 Pt:13,Urbano,Residencial,91,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2294,AV REI JAUME I 22 Es:1 Pl:04 Pt:14,Urbano,Residencial,100,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2295,AV REI JAUME I 22 Es:1 Pl:05 Pt:15,Urbano,Residencial,163,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2296,AV REI JAUME I 22 Es:1 Pl:05 Pt:16,Urbano,Residencial,111,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2297,AV REI JAUME I 22 Es:1 Pl:05 Pt:17,Urbano,Residencial,136,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2298,AV REI JAUME I 22 Es:1 Pl:-1G Pt:01,Urbano,Almacén-Estacionamiento,33,2006,NULL,0,false,Jaime Alcon,false,"[""39.4048997697085"",""39.4075977302915"",""-0.411562530291502"",""-0.4088645697084979""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2299,AV MURCIA 23 Es:2 Pl:-2G Pt:01,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2300,AV MURCIA 23 Es:2 Pl:-2G Pt:02,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2301,AV MURCIA 23 Es:2 Pl:-2G Pt:03,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2302,AV MURCIA 23 Es:2 Pl:-2G Pt:04,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2303,AV MURCIA 23 Es:2 Pl:-2G Pt:05,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2304,AV MURCIA 23 Es:2 Pl:-2G Pt:06,Urbano,Almacén-Estacionamiento,35,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2305,AV MURCIA 23 Es:2 Pl:-2G Pt:07,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2306,AV MURCIA 23 Es:2 Pl:-2G Pt:08,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2307,AV MURCIA 23 Es:2 Pl:-2G Pt:09,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2308,AV MURCIA 23 Es:2 Pl:-2G Pt:10,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2309,AV MURCIA 23 Es:2 Pl:-2G Pt:11,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2310,AV MURCIA 23 Es:2 Pl:-2G Pt:12,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2311,AV MURCIA 23 Es:2 Pl:-2G Pt:13,Urbano,Almacén-Estacionamiento,37,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2312,AV MURCIA 23 Es:2 Pl:-2G Pt:14,Urbano,Almacén-Estacionamiento,36,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2313,AV MURCIA 23 Es:2 Pl:-2G Pt:15,Urbano,Almacén-Estacionamiento,32,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2314,AV MURCIA 23 Es:2 Pl:-2G Pt:16,Urbano,Almacén-Estacionamiento,33,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2315,AV MURCIA 23 Es:2 Pl:-2G Pt:17,Urbano,Almacén-Estacionamiento,43,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2316,AV MURCIA 23 Es:2 Pl:-2G Pt:18,Urbano,Almacén-Estacionamiento,33,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2317,AV MURCIA 23 Es:2 Pl:-2G Pt:19,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2318,AV MURCIA 23 Es:2 Pl:-2G Pt:20,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2319,AV MURCIA 23 Es:2 Pl:-2G Pt:21,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
