id,direccion,tipo,uso,superficie,ano_construccion,categoria,potencialadquisicion,noticiastate,responsable,encargostate,coordinates,zona,date_time,inmuebleimages,location,habitaciones,garaje,descripcion,ascensor,banyos,trastero,jardin,terraza,aireacondicionado,tipoagrupacion,nestedinmuebles,nestedescaleras,localizado,localizado_phone
5069,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:05  Pt:09,Urbano,Residencial,66,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5070,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:05  Pt:10,Urbano,Residencial,62,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5071,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:01  Pt:01,Urbano,Residencial,103,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5072,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:01  Pt:02,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5073,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:02  Pt:03,Urbano,Residencial,103,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5074,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:02  Pt:04,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5075,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:03  Pt:05,Urbano,Residencial,103,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5076,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:03  Pt:06,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5077,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:04  Pt:07,Urbano,Residencial,103,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5078,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:04  Pt:08,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5079,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:05  Pt:09,Urbano,Residencial,73,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5080,CL TORERO ANTONIO CARPIO 8 Es:1  Pl:05  Pt:10,Urbano,Residencial,67,1966,NULL,0,false,Jaime Alcon,false,"[""39.4047918197085"",""39.4074897802915"",""-0.404355980291502"",""-0.4016580197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5081,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:00  Pt:04,Urbano,Industrial,140,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5082,AV RAMON Y CAJAL 57 Es:1  Pl:00  Pt:01,Urbano,Comercial,124,1970,NULL,0,false,Jaime Alcon,false,"[""39.4042635197085"",""39.4069614802915"",""-0.4039000302915021"",""-0.401202069708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5083,AV RAMON Y CAJAL 57 Es:1  Pl:01  Pt:01,Urbano,Residencial,133,1970,NULL,0,false,Jaime Alcon,false,"[""39.4042635197085"",""39.4069614802915"",""-0.4039000302915021"",""-0.401202069708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5084,AV RAMON Y CAJAL 57 Es:1  Pl:02  Pt:02,Urbano,Residencial,133,1970,NULL,0,false,Jaime Alcon,false,"[""39.4042635197085"",""39.4069614802915"",""-0.4039000302915021"",""-0.401202069708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5085,AV RAMON Y CAJAL 57 Es:1  Pl:03  Pt:03,Urbano,Residencial,133,1970,NULL,0,false,Jaime Alcon,false,"[""39.4042635197085"",""39.4069614802915"",""-0.4039000302915021"",""-0.401202069708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5086,AV RAMON Y CAJAL 57 Es:1  Pl:04  Pt:04,Urbano,Residencial,133,1970,NULL,0,false,Jaime Alcon,false,"[""39.4042635197085"",""39.4069614802915"",""-0.4039000302915021"",""-0.401202069708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5087,AV RAMON Y CAJAL 57 Es:1  Pl:05  Pt:05,Urbano,Residencial,133,1970,NULL,0,false,Jaime Alcon,false,"[""39.4042635197085"",""39.4069614802915"",""-0.4039000302915021"",""-0.401202069708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5088,AV RAMON Y CAJAL 57 Es:1  Pl:06  Pt:06,Urbano,Residencial,133,1970,NULL,0,false,Jaime Alcon,false,"[""39.4042635197085"",""39.4069614802915"",""-0.4039000302915021"",""-0.401202069708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5089,CL PERIS Y VALERO 5 Es:1  Pl:01  Pt:01,Urbano,Residencial,85,1962,NULL,0,false,Jaime Alcon,false,"[""39.4004733197085"",""39.4031712802915"",""-0.4020317302915021"",""-0.399333769708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5090,CL PERIS Y VALERO 5 Es:1  Pl:01  Pt:02,Urbano,Residencial,88,1962,NULL,0,false,Jaime Alcon,false,"[""39.4004733197085"",""39.4031712802915"",""-0.4020317302915021"",""-0.399333769708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5091,CL PERIS Y VALERO 5 Es:1  Pl:02  Pt:03,Urbano,Residencial,85,1962,NULL,0,false,Jaime Alcon,false,"[""39.4004733197085"",""39.4031712802915"",""-0.4020317302915021"",""-0.399333769708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5092,CL PERIS Y VALERO 5 Es:1  Pl:02  Pt:04,Urbano,Residencial,88,1962,NULL,0,false,Jaime Alcon,false,"[""39.4004733197085"",""39.4031712802915"",""-0.4020317302915021"",""-0.399333769708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5093,CL PERIS Y VALERO 5 Es:1  Pl:03  Pt:05,Urbano,Residencial,85,1962,NULL,0,false,Jaime Alcon,false,"[""39.4004733197085"",""39.4031712802915"",""-0.4020317302915021"",""-0.399333769708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5094,CL PERIS Y VALERO 5 Es:1  Pl:03  Pt:06,Urbano,Residencial,88,1962,NULL,0,false,Jaime Alcon,false,"[""39.4004733197085"",""39.4031712802915"",""-0.4020317302915021"",""-0.399333769708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5095,CL PERIS Y VALERO 5 Es:1  Pl:04  Pt:07,Urbano,Residencial,65,1962,NULL,0,false,Jaime Alcon,false,"[""39.4004733197085"",""39.4031712802915"",""-0.4020317302915021"",""-0.399333769708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5096,CL PERIS Y VALERO 5 Es:1  Pl:04  Pt:08,Urbano,Residencial,69,1962,NULL,0,false,Jaime Alcon,false,"[""39.4004733197085"",""39.4031712802915"",""-0.4020317302915021"",""-0.399333769708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5097,CL ALQUERIA LA 38 Es:1  Pl:00  Pt:01,Urbano,Residencial,138,1900,NULL,0,false,Jaime Alcon,false,"[""39.4001004197085"",""39.4027983802915"",""-0.4012592802915021"",""-0.398561319708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5098,CL ALQUERIA LA 38 Es:1  Pl:01  Pt:01,Urbano,Residencial,79,1900,NULL,0,false,Jaime Alcon,false,"[""39.4001004197085"",""39.4027983802915"",""-0.4012592802915021"",""-0.398561319708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5099,CL ALQUERIA LA 40 Es:1 Pl:01 Pt:01,Urbano,Residencial,123,1900,NULL,0,false,Jaime Alcon,false,"[""39.4001004197085"",""39.4027983802915"",""-0.4012592802915021"",""-0.398561319708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5100,CL ALQUERIA LA 40 Es:1 Pl:00 Pt:01,Urbano,Residencial,179,1900,NULL,0,false,Jaime Alcon,false,"[""39.4001004197085"",""39.4027983802915"",""-0.4012592802915021"",""-0.398561319708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5101,CL TRINQUET 62 Es:1  Pl:00  Pt:01,Urbano,Residencial,103,1955,NULL,0,false,Jaime Alcon,false,"[""39.4009808197085"",""39.4036787802915"",""-0.4068393302915021"",""-0.404141369708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5102,CL TORRENTE 23 Es:1  Pl:01  Pt:02,Urbano,Residencial,102,1955,NULL,0,false,Jaime Alcon,false,"[""39.4127401197085"",""39.4154380802915"",""-0.402021880291502"",""-0.399323919708498""]",Ghh,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5103,CL CRESCENCIO CHAPA 9 Es:1  Pl:01  Pt:01,Urbano,Residencial,126,1970,NULL,0,false,Jaime Alcon,false,"[""39.4040488697085"",""39.4067468302915"",""-0.404544480291502"",""-0.4018465197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5104,CL CRESCENCIO CHAPA 9 Es:1  Pl:02  Pt:02,Urbano,Residencial,126,1970,NULL,0,false,Jaime Alcon,false,"[""39.4040488697085"",""39.4067468302915"",""-0.404544480291502"",""-0.4018465197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5105,CL CRESCENCIO CHAPA 9 Es:1  Pl:03  Pt:03,Urbano,Residencial,126,1970,NULL,0,false,Jaime Alcon,false,"[""39.4040488697085"",""39.4067468302915"",""-0.404544480291502"",""-0.4018465197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5106,CL CRESCENCIO CHAPA 9 Es:1  Pl:04  Pt:04,Urbano,Residencial,127,1970,NULL,0,false,Jaime Alcon,false,"[""39.4040488697085"",""39.4067468302915"",""-0.404544480291502"",""-0.4018465197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5107,CL GALICIA 51 Es:1 Pl:00 Pt:01,Urbano,Residencial,236,1945,NULL,0,false,Jaime Alcon,false,"[""39.4010651697085"",""39.40376313029149"",""-0.407279430291502"",""-0.404581469708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5108,CL GALICIA 51 Es:1 Pl:01 Pt:01,Urbano,Residencial,136,1945,NULL,0,false,Jaime Alcon,false,"[""39.4010651697085"",""39.40376313029149"",""-0.407279430291502"",""-0.404581469708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5109,PZ MAYOR 12 Es:1 Pl:01 Pt:01,Urbano,Residencial,203,1985,NULL,0,false,Jaime Alcon,false,"[""39.4012844697085"",""39.4039824302915"",""-0.4054807802915021"",""-0.402782819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5110,PZ MAYOR 12 Es:1 Pl:02 Pt:02,Urbano,Residencial,227,1985,NULL,0,false,Jaime Alcon,false,"[""39.4012844697085"",""39.4039824302915"",""-0.4054807802915021"",""-0.402782819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5111,PZ MAYOR 12 Es:1 Pl:03 Pt:03,Urbano,Residencial,203,1985,NULL,0,false,Jaime Alcon,false,"[""39.4012844697085"",""39.4039824302915"",""-0.4054807802915021"",""-0.402782819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5112,PZ MAYOR 12 Es:1 Pl:04 Pt:04,Urbano,Residencial,225,1985,NULL,0,false,Jaime Alcon,false,"[""39.4012844697085"",""39.4039824302915"",""-0.4054807802915021"",""-0.402782819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5113,PZ MAYOR 12 Es:1 Pl:05 Pt:05,Urbano,Residencial,252,1985,NULL,0,false,Jaime Alcon,false,"[""39.4012844697085"",""39.4039824302915"",""-0.4054807802915021"",""-0.402782819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5114,PZ MAYOR 12 Es:1 Pl:06 Pt:06,Urbano,Residencial,183,1985,NULL,0,false,Jaime Alcon,false,"[""39.4012844697085"",""39.4039824302915"",""-0.4054807802915021"",""-0.402782819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5115,PZ MAYOR 13 Es:1 Pl:-1 Pt:01,Urbano,Almacén-Estacionamiento,40,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5116,PZ MAYOR 13 Es:1 Pl:-1 Pt:05,Urbano,Almacén-Estacionamiento,24,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5117,PZ MAYOR 13 Es:1 Pl:-1 Pt:09,Urbano,Almacén-Estacionamiento,24,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5118,PZ MAYOR 13 Es:1 Pl:-1 Pt:12,Urbano,Industrial,47,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5119,PZ MAYOR 13 Es:1 Pl:-1 Pt:15,Urbano,Almacén-Estacionamiento,24,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5120,PZ MAYOR 13 Es:1 Pl:-1 Pt:18,Urbano,Almacén-Estacionamiento,24,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5121,PZ MAYOR 13 Es:1 Pl:-1 Pt:19,Urbano,Almacén-Estacionamiento,24,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5122,PZ MAYOR 13 Es:1 Pl:01 Pt:01,Urbano,Residencial,173,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5123,PZ MAYOR 13 Es:1 Pl:01 Pt:02,Urbano,Residencial,178,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5124,PZ MAYOR 13 Es:1 Pl:02 Pt:03,Urbano,Residencial,173,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5125,PZ MAYOR 13 Es:1 Pl:02 Pt:04,Urbano,Residencial,156,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5126,PZ MAYOR 13 Es:1 Pl:03 Pt:05,Urbano,Residencial,198,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5127,PZ MAYOR 13 Es:1 Pl:03 Pt:06,Urbano,Residencial,180,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5128,PZ MAYOR 13 Es:1 Pl:04 Pt:07,Urbano,Residencial,198,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5129,PZ MAYOR 13 Es:1 Pl:04 Pt:08,Urbano,Residencial,178,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5130,PZ MAYOR 13 Es:1 Pl:05 Pt:09,Urbano,Residencial,192,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5131,PZ MAYOR 13 Es:1 Pl:05 Pt:10,Urbano,Residencial,195,1985,NULL,0,false,Jaime Alcon,false,"[""39.4011633697085"",""39.4038613302915"",""-0.405556830291502"",""-0.4028588697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5132,CL PAU DE LA 1 Es:1 Pl:00 Pt:01,Urbano,Comercial,45,1971,NULL,0,false,Jaime Alcon,false,"[""39.4013484697085"",""39.40404643029149"",""-0.4051607802915022"",""-0.4024628197084981""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5133,CL PAU DE LA 1 Es:1 Pl:01 Pt:01,Urbano,Residencial,53,1971,NULL,0,false,Jaime Alcon,false,"[""39.4013484697085"",""39.40404643029149"",""-0.4051607802915022"",""-0.4024628197084981""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5134,CL PAU DE LA 1 Es:1 Pl:02 Pt:02,Urbano,Residencial,86,1971,NULL,0,false,Jaime Alcon,false,"[""39.4013484697085"",""39.40404643029149"",""-0.4051607802915022"",""-0.4024628197084981""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5135,AV CAMI REIAL 38 Es:1  Pl:00  Pt:01,Urbano,Residencial,137,1984,NULL,0,false,Jaime Alcon,false,"[""39.4024884697085"",""39.4051864302915"",""-0.404251630291502"",""-0.4015536697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5136,AV CAMI REIAL 38 Es:1  Pl:01  Pt:01,Urbano,Residencial,120,1984,NULL,0,false,Jaime Alcon,false,"[""39.4024884697085"",""39.4051864302915"",""-0.404251630291502"",""-0.4015536697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5137,AV CAMI REIAL 38 Es:1  Pl:02  Pt:02,Urbano,Residencial,120,1984,NULL,0,false,Jaime Alcon,false,"[""39.4024884697085"",""39.4051864302915"",""-0.404251630291502"",""-0.4015536697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5138,AV CAMI REIAL 38 Es:1  Pl:03  Pt:03,Urbano,Residencial,120,1984,NULL,0,false,Jaime Alcon,false,"[""39.4024884697085"",""39.4051864302915"",""-0.404251630291502"",""-0.4015536697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5139,AV CAMI REIAL 38 Es:1  Pl:04  Pt:04,Urbano,Residencial,120,1984,NULL,0,false,Jaime Alcon,false,"[""39.4024884697085"",""39.4051864302915"",""-0.404251630291502"",""-0.4015536697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5140,AV CAMI REIAL 38 Es:1  Pl:05  Pt:05,Urbano,Residencial,120,1984,NULL,0,false,Jaime Alcon,false,"[""39.4024884697085"",""39.4051864302915"",""-0.404251630291502"",""-0.4015536697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
